stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
19hpf,0,0,1.83,0,0,0,0,0
2dpf,1.76,0,2.38,0.9,2.49,0,0,1.23
3dpf,2.62,0,0,0.42,3.71,0,0,1.14
5dpf,0.55,1.57,8.67,0,4.5,0.79,17.55,2.68
10dpf,7.27,0,9.15,0.94,0.5,0,0.92,0.94
