stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,6.07,0.86,1.99,4.76,6.37,0.8,0,20.05
3dpf,4.61,1.87,1.43,2.77,12.91,0,2,8.36
5dpf,5.48,4.13,7.62,0.69,12.32,0.43,0.71,31.76
10dpf,2.16,10.91,6.13,1.63,4.53,0,1.29,43.54
