stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.68,0,1.16,18.86,1.58,4.6,3.55
3dpf,0,0,0.5,4.23,0,0.32,1.42
5dpf,0.55,2.2,0,25.72,6.36,5.92,2.49
10dpf,0,0.64,0.89,7.73,0,1.29,1.89
