stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0.82,0,0,0,0,0,0,0
2dpf,139.1,0,0.68,5.37,22.98,1.37,0.48,0.72
3dpf,110.64,0,0,0,12.41,0,0.48,0
5dpf,77.25,0.5,1.18,1.13,10.49,0.63,0.85,3.49
10dpf,116.51,1.6,0.71,1.39,3.65,0,0.98,0
