stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.99,0,0,1.14,0
3dpf,5.24,0.33,0.29,1.72,0.3
5dpf,0.34,0,0.58,3.52,1.14
10dpf,4.2,0,0,0,1.84
