stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
12hpf,0,0,3.83,0,0,139.14,0
14hpf,0,0,4.15,0,0,85.26,0
16hpf,2.25,0,0,0,0,51.75,0
19hpf,1.99,0,0,0,0,8.85,0
24hpf,0.89,0,0,0,0,8.01,1.76
2dpf,2.8,0,1.2,6.9,3.31,8.49,5.2
3dpf,64.38,0,0,9.15,0,0,2.17
5dpf,8.61,1.3,0.51,7.68,0.96,8.6,6.16
10dpf,40.12,0,0,6.16,5.48,0.51,1.25
