stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,0,0,2.99,0,0
24hpf,0,0,34.74,0,0
2dpf,0,0,20.03,0,0
3dpf,0.97,0,7.84,0,0
5dpf,0,0,3.31,0.73,0.87
10dpf,2.35,0.59,2.38,0,0
