stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,9.95,0,0,0,0,0,0,0,0
24hpf,16.66,0,0,0,0,0,0,0,0
2dpf,17.48,1.22,0,1.27,0,0,0,0,2.1
3dpf,407.06,0,0.38,0.9,0,7.63,0,0.42,3.11
5dpf,6.83,0.52,1.12,4.75,0.78,14.27,1.06,1.33,18.7
10dpf,599.38,3.5,2.93,0.46,0,53.69,0,5.47,1.41
