stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm
10hpf,0,0,0,29.59,0,28.16,167.82
12hpf,0,0,0,21.58,0,8.59,58.75
19hpf,0,0,0,0,0,0,2.83
24hpf,0,0,0,0,0,0,2.76
2dpf,0,1.3,3.14,0,0,0,0.55
3dpf,1.13,0,0,0,0.59,0,0
5dpf,0.29,2.83,0,0.57,0.32,0,0
10dpf,0.78,2.49,0,0,0,0,0
