stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,0,0,0,0,0,0,1.74
3dpf,1.66,0,0.74,0.66,0,0,0.7
5dpf,0,0,0.81,1.21,0,0.31,1.04
10dpf,2.07,0.47,0,1.17,0.48,0,0
