stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0.55,0,0,0
3dpf,1.32,0.34,0,0.31,0.63
5dpf,0,0,0,0,0.88
10dpf,0,0,0.4,0,0.71
