stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest
24hpf,3.26,0,0,0,0
2dpf,3.69,0.58,0,3.95,0
3dpf,83.39,0,0,1.66,0
5dpf,2.14,0.93,0.83,0.44,0.78
10dpf,28.24,0,0,1.31,0.48
