stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.88
3dpf,0.39,0,0.62,0
5dpf,0.31,0,0,0.98
10dpf,1.41,1.24,2.44,0
