stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.27,0,0,0,0
3dpf,113.15,0,2.77,0.42,0.85
5dpf,0.82,0,1.71,0.3,1.06
10dpf,44.49,0.86,2.58,0,0.82
