stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,2.58,0,0,0,0
2dpf,0,0,0,23.8,0,0,0,0
3dpf,0.45,0,0,11.08,0,1.07,0,0
5dpf,0.52,0,0.41,44.49,0,2.81,1.06,1.27
10dpf,1.71,1.26,1.1,22.11,0.82,2.53,0,0
