stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,3.61,0,0,0,0
2dpf,9.88,1.85,0,2.55,1.5
3dpf,6.27,0,0,0.51,0
5dpf,0,0,0.85,0.5,0
10dpf,1.29,0,0.64,0.92,0
