stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0,0.64,0,1.16
3dpf,5.7,0,0,0.32,0
5dpf,0.32,0.99,0,0,0
10dpf,2.94,1.47,0,0,0
