stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.67,0,0
5dpf,0,0.81,0.68,0,0.76,2.84
10dpf,0.57,0,0,0,0,0
