stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,126.23,0,0,0,18.27,0,0,8.48,0,21.47
12hpf,91.62,11.96,0,3.7,58.79,9.22,1.99,1.81,17.6,64.08
14hpf,45.36,2.23,0,0,12.45,5.33,0,2.73,0,32.26
16hpf,88.75,3.66,3.53,10.49,81.24,18.69,2.39,2.65,30.34,43.99
19hpf,115.72,1.84,0,0,23.6,1.63,3.23,1.69,1.67,23.91
24hpf,132.15,2.99,0.9,6.31,52.79,24.68,4.04,0,12.74,18.29
2dpf,385.9,3.34,18.21,43.15,183.07,288.7,36.81,3.97,81.31,67.54
3dpf,581.21,5.01,10.22,17.22,25.34,319.03,7.5,0,18.99,25.11
5dpf,99.9,10.85,33.59,43.37,28.03,333.66,32.39,9.64,41.49,150.32
10dpf,238.48,14.8,36.11,16.79,20.47,174.88,10.68,0,25.24,32.59
