stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.74,0,2.32,0,0,0
3dpf,0.69,0,0,0,0,0
5dpf,3.06,0,11.08,0.31,0.31,3.31
10dpf,0.39,0.98,17.62,0,0,2.12
