stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0.98,0,0,0
3dpf,0.37,0,0,0.73,0.43
5dpf,0,0,0,1.89,0
10dpf,7.06,0,1.07,0,1.27
