stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.69,0,0,2.1,0
3dpf,0.33,0,0.5,0,0
5dpf,0,0.3,0,0,0.33
10dpf,0.39,0,0.57,1.21,0
