stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,7.47,1.42,0,0,0.6
3dpf,0,1.93,0,0.42,0,0
5dpf,0,15.92,0,0,1.4,0
10dpf,1.68,14.91,0,0,0,0
