stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,12.68,0
12hpf,0,0,0,0,0,0,0,20.1,3.63,0
14hpf,4.98,0,0,0,0,0,0,4.6,0,294.95
16hpf,0,0,0,0,0,0,0,0,0,15.19
19hpf,9.63,0,0,0,0,0,0,0,0,136.74
24hpf,2.61,0,0,0.85,0,0,0,0,0.88,11.69
2dpf,77.55,4.3,8.24,9.24,3.49,19.78,5.1,3.13,7.33,272.67
3dpf,79.04,39.62,1.2,4.04,1.57,23.33,0.43,0,1.79,42.2
5dpf,57.9,72.59,10.5,45.46,14.64,155.36,10.12,8.81,24.24,214.56
10dpf,142.18,70.25,16.14,15.36,10.16,40.9,0.81,0,19.43,34.82
