stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.11,0,0,6.3,0,0
3dpf,0.69,0,0,0,0,0
5dpf,0,0,0,0.63,0.34,0.3
10dpf,1.03,0.77,0.52,1.53,0,0
