stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,3.6,0.75,3.87,0
3dpf,10.34,0,0,0.37
5dpf,1.18,0,1.74,0
10dpf,8.06,0,1.25,0
