stage,central_nervous_system,notochord,paraxial_mesoderm,periderm
10hpf,9.45,9.25,0,0
12hpf,0,0,1.8,0
2dpf,0,0,0,0.53
3dpf,0.88,0,0.35,0
5dpf,0,0,0,0.41
10dpf,0.43,0,0.94,0
