stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
16hpf,0,0,0,0,1.63,0,0
24hpf,0,0,0,0,0,0,0.91
2dpf,1.83,0,0,0,0,0,0.85
3dpf,73.47,0,0,0,1.67,0,0
5dpf,22.67,0.69,1.02,0.41,8.33,0.86,1.2
10dpf,123.6,0,0,0.58,0,0,0
