stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.77,1.12,0.87,0,0,0,1.27
3dpf,2.23,0,0,0,0,0,0.35
5dpf,2.22,0,0,0.49,0.95,0,0.84
10dpf,3.17,0,0.69,1.18,0,0.46,0
