stage,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.36,0,0
5dpf,0.36,0,0,1.28,0.55
10dpf,0.49,1.31,0,1.16,0.5
