stage,central_nervous_system,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,3.81,0,1.77,0
3dpf,1.16,65.49,0,0,0
5dpf,0,85.26,0.45,1.04,1.33
10dpf,0,40,0,1.51,0
