stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,2.84,1.59,1.1,0,0,2.52
3dpf,0,0.43,0,0,0,0
5dpf,2.68,0,6.46,0.71,1.01,11.52
10dpf,0.52,0,0,0,0,1.4
