stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.7,0,0.9,0.48,0,0.7,0
3dpf,1.41,0,0,0,0,0,0
5dpf,3.12,0,0.46,0.93,0.75,0,1.02
10dpf,2.38,0.54,1.12,0,0,0,0
