stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.48,0.68,1.57,0.53,0.5
3dpf,1.81,0,0,0,0
10dpf,0,0,0,0.7,0
