stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,98.02,0,0,0,39.48,9.76,0,0,28.78,31.41
12hpf,76.76,14.32,5.4,0,13.75,8.23,0,17.43,30.74,31.09
14hpf,117.57,7.06,11.03,5.16,27.56,15.43,0,20.28,30.61,51.3
16hpf,59.45,1.84,1.66,4.11,22.49,5.4,0,7.97,35.78,17.13
19hpf,217.19,3.28,0,1.76,16.08,9.34,4.63,4.96,13.62,17.22
24hpf,110.34,0,1,4.46,20.71,11.33,5.3,3.12,32.04,8.21
2dpf,702.81,2.26,11.44,43.71,181.98,357.08,43.12,8.54,79.52,95.18
3dpf,2113.39,8.37,6.11,17.76,37.03,416.98,18.79,0,31.47,41.46
5dpf,349.41,19.93,38.91,67.73,37.56,493.93,55.51,13.2,59.46,152.43
10dpf,1711.79,37.15,26.58,44.99,15.78,230.94,22.79,0.71,33.35,53.8
