stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,0,0,0,1.86,0
2dpf,0,0,0,0,0.48,1.13
3dpf,23.69,0,0.49,0,0,0.32
5dpf,2.09,0,0,2.63,0.68,0
10dpf,19.94,1.17,0,2.95,0,0
