stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.47,0,0,0,2.75,0.67,55.64
3dpf,6.46,0,0,0,0,0.86,0.32
5dpf,0,0.68,0.85,0,0.84,1.21,28.37
10dpf,4.47,4.1,0,0.7,0,1.56,25.81
