stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0.49,0,0,0,0
3dpf,7.44,0.68,0,9.66,0.29,0,0,0
5dpf,0,0.38,0.38,3.47,0,0.37,0.43,2.73
10dpf,0,0,0,0.59,0,0,0,0
