stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.33,0.67,0.84,0.86,0.66,0.52,0
5dpf,0,1.63,0.55,0,1.53,0,2.35
10dpf,0.91,12.67,0,0,1.6,0,0
