stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,254.26,0,0,0,40.39,0,0,12.93,60.64,69.23
12hpf,1121.9,40.67,8.68,26.28,213.13,52.08,2.38,81.71,485.42,491.05
14hpf,353.63,7.99,26.22,27.56,68.17,44.81,11.5,10.87,192.64,151.35
16hpf,871.43,40.91,107.55,89.86,272.49,104.74,26.82,32.72,440.95,398.91
19hpf,195.98,5.2,16.06,6.92,29.34,6.57,7.29,3.39,46.69,58.15
24hpf,1361.77,26.14,270.99,58.45,346.53,187,124.87,8.29,985.5,290.87
2dpf,630.93,21.4,55.98,58,210.38,336.26,91.16,8.86,156.18,140.24
3dpf,1216.49,59.18,24.07,39.69,29.91,347.24,20.69,0.42,42.86,76.48
5dpf,358.34,46.69,140.5,152,61.2,828.88,63.48,37.8,258.57,657.91
10dpf,683.48,157.26,155.19,177.38,47.85,572.91,33.88,0,155.61,151.05
