stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
19hpf,4.33,0,0,0,0,0
24hpf,19.33,0,0,0,0.9,0
2dpf,6.98,0,2.32,0.7,1.6,0
3dpf,21.94,0,0,0.4,0.84,0
5dpf,0,0,0,0,0,0.37
10dpf,14.93,1.55,0,0,2.72,0
