stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,66.35,10.31,0,0,32.85,0,0,17.89,46.9,53.14
12hpf,83.01,16.74,0,3.85,29.11,4.14,0,23.17,33.45,22.83
14hpf,31.95,0,2.66,2.46,2.32,0,0,0,7.59,4.91
16hpf,38.2,7.62,0,3.3,18.69,15.47,0,3.35,22.32,21.69
19hpf,72.14,0,0,1.56,9.6,4.24,0,1.6,3.77,7.21
24hpf,41.15,1.44,1.15,3.5,3.26,2.77,1.27,0,5.69,6.1
2dpf,442.5,2.85,29.71,73.78,120.89,252.31,34.92,10.7,74.78,140.54
3dpf,1197.04,7.89,11.5,22.76,32.72,361.34,11.68,0,15.19,40.18
5dpf,201.36,17.09,43.38,86.56,31.15,445.77,63.19,20.03,61.55,211.57
10dpf,779.57,20.32,29.23,41.47,16.11,201.28,12.5,0,21.43,36
