stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.85,0,0,0,1.59,1.36,0.63,1.87
3dpf,3.49,0.55,0.58,0,2.72,0,0,5.38
5dpf,0.57,0,0,0,3.53,0,0,12.59
10dpf,0,0.58,0,0.47,1.06,0,0,7.3
