stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
2dpf,0,0.63,0,0.79
3dpf,0.91,0,0.43,3.95
5dpf,0,4.91,0,0
10dpf,0.73,1.05,0,2.02
