stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,9.36,5.84,1.5,1.03,0,0
3dpf,4.12,6.72,0,0.41,0.36,0
5dpf,16.13,25.54,0.35,0.39,4.48,3.03
10dpf,8.7,3.58,0.46,0,0,0
