stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,0,0.88,0,0,0
2dpf,1.44,12.17,1.88,2.28,6.18
3dpf,0,1.47,0.5,0,1.03
5dpf,0,2.6,5.58,1.52,0.69
10dpf,0,0,0.78,0,0.82
