stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
19hpf,0,0,0,3.42,0,0,0,0,0
24hpf,2.3,0,0,0,0,0,0,0,0
2dpf,5.27,0,0.96,6.76,0.72,4.3,1.67,0,12
3dpf,10.14,0.35,0.31,29.47,1.03,13.01,0,0,39.2
5dpf,4.31,1.53,0.55,18.38,3.46,14.32,0.73,0.47,190.15
10dpf,22.79,0.91,1.14,11.95,0.5,9.61,2.09,0,238.22
