stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1381.78,31.44,45.04,0,297.78,0,0,13.82,681.59,767.82
12hpf,1624.87,67.75,67.95,52.24,476.18,43.68,2.38,10.91,691.23,713.14
14hpf,896.79,0,85.42,114.08,298.46,2.91,15.3,12.04,277.74,367.19
16hpf,525.5,30.57,35.39,48.46,321.04,7.16,5.96,11.52,263.55,287.62
19hpf,1726.41,27.31,11.63,34.62,262.28,8.61,49.39,9.82,110.62,516.9
24hpf,921.37,10.66,107.64,75.51,462.17,9.19,18.23,1.15,86.65,162.51
2dpf,635.11,11.41,34.08,83.61,745.47,118.01,33.22,4.12,65.27,144.14
3dpf,341.65,13.79,1.88,10.16,20.31,44.99,2.52,0,1.15,6.69
5dpf,102.2,2.96,47.95,12.12,109.64,66.96,3.22,5.64,37.09,57.51
10dpf,42.51,0.58,6.62,0.79,0,8.41,0,0,1.85,6.95
