stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,5.64,0,0,0,0,0,0
16hpf,12.63,5.53,0,0,0,0,0
19hpf,2.77,0,0,0,0,0,0
24hpf,18.71,3.1,0,7.91,0,0.81,0.89
2dpf,38.22,0,0,12.15,6.86,3.97,1.91
3dpf,22.74,0.31,0.3,5.48,5.41,0,0
5dpf,1.31,0.84,0,3.9,5.36,0,0.79
10dpf,17.44,0,0,1.93,1.64,0,0
