stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0,0.62,0.69,0
3dpf,25.72,0,0,0,0
5dpf,0,0.36,0.63,2.82,0.74
10dpf,26.58,0.55,0,0,0
