stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,2.32
24hpf,0,0,0,0,0,0.82
2dpf,0.76,0,0,1.51,1.67,35.19
3dpf,1.54,0.99,0,0.33,0.36,7.7
5dpf,0,0.62,0.5,0.76,0,32.15
10dpf,0,2.49,0,0.99,0,12.49
