stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,3.43,0,0.63,0.54,0
3dpf,0,0,0,0.36,0.83
5dpf,0.84,0,0,0,0
10dpf,0,1.22,0,0,0
