stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,1.41,0,0
2dpf,1.15,0,0,4.85,0,0.61,0
3dpf,18.59,0,0,3,1.96,0,0.46
5dpf,7.5,0.93,0,8.1,2.8,1.44,1.9
10dpf,11.66,0,1.2,5.55,1.17,0,0
