stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,17.59,0.52,0.56,3.87,7.06,0,3.98,0
3dpf,9.34,0.62,0,0.35,2.74,0,0.3,0
5dpf,2.35,0,0.46,0,3.86,0.39,1.2,2.4
10dpf,0.75,0,0,0,0.73,0,0,0
