stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.63,1.93,0.53,0,0.67,0.72
3dpf,4.03,0,0,0.85,0.62,0
5dpf,0.91,1.07,0,0.29,0,1.03
