stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.32,0.96,2.31,1.59,0
3dpf,2.78,0,2.71,0,0
5dpf,0,0,0,0,0.41
