stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0.54,1.47,0,37.71
3dpf,0,0,0,0,2.61
5dpf,0.75,1.14,0,0.38,8.46
10dpf,0,0.46,0,0,2.79
