stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,0,0,0,2.72,0,0,0,0,0
24hpf,0,0,0,0.85,0,0,0,0,0
2dpf,18.52,0,0,18.22,0,0,0.82,1.78,13.12
3dpf,66.44,0.82,0,2.15,3.98,0,0,0,1.75
5dpf,76.53,1.89,0.59,15.02,8.44,14.34,0.48,1.45,18.43
10dpf,269.99,3.66,1.16,10.92,8.51,1.77,0,1.62,0.93
