stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,3.49
2dpf,0.53,0,0,6.58,0,0,0
3dpf,1.24,0.3,0,2.06,0.48,0.32,1.76
5dpf,4.7,0.73,1,8.78,0.67,1.01,8.48
10dpf,1.92,0.39,0,9.61,0,0.49,8.71
