stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,14.42,1.77,2.78,2.23,0,0,1.56,0.72
3dpf,10.82,0.37,0.49,6.87,0.3,0,0.65,1.24
5dpf,0.35,0.34,0.95,3.45,0,0.79,0,2.14
10dpf,3.96,0,0,3.97,1.75,0,0,0
