stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,5.99,0,0,0,0,2.9
3dpf,1.36,0,0,0.88,0,0
5dpf,1.55,0.38,0.36,2.5,0.69,1.59
10dpf,1.61,2.12,0,2.7,0,0
