stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.53,0,0
3dpf,1.86,0,1,0,0,0
5dpf,0,0,0.42,0,0,0.66
10dpf,0,0.57,0,2.32,0.59,0
