stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,2.93,0.59,1.47
3dpf,2.96,0.59,0.73,4.89,1.02,0
5dpf,0,0,1.6,4.64,0,0.43
10dpf,1.85,0,3.57,6.94,0.44,0
