stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0,0,1.37
3dpf,6.18,0,0.32,1.14,0.67
5dpf,0.48,0,0.56,0.47,1.76
10dpf,2.39,0.86,0.54,1.49,0.64
